3
1
14337
0.005347324360847953
0.01193774425595629
0.011937744255956326
0.012392684996278545
0.012535827261342832
0.013668328428594407
0.013668328428594468
0.018701328478147206
0.021416638852641414
0.022656818692296875
-1.0793054515440184e-11	8.113082210314768e-10	8.05697162124522e-11	-7.998171798719651e-10	-8.38519170307273e-10	-9.031964902924674e-10	-3.7032061507124953e-10	-1.1063594552648281e-9	2.270319883630335e-9	-1.0841368661025012e-9
-4.311450195365891e-11	3.235547694495086e-9	3.213170433071468e-10	-3.1893568338991106e-9	-3.3435651530252356e-9	-3.600440769588378e-9	-1.4762207950563343e-9	-4.404747431622735e-9	9.032656915402204e-9	-4.311984371922557e-9
-8.882190338112612e-12	6.680659321143089e-10	6.634455475897585e-11	-6.586309012468359e-10	-6.90510070069504e-10	-7.438476311232085e-10	-3.0498580894641457e-10	-9.115871056249106e-10	1.871104107982314e-9	-8.936038348399176e-10
-1.6143440533513166e-10	1.2092257417223943e-8	1.2008626580916542e-9	-1.1918085459828196e-8	-1.249382708327258e-8	-1.3449354579225957e-8	-5.514385095616627e-9	-1.6430255645936507e-8	3.366685863091926e-8	-1.6066104775493666e-8
-4.31145020221543e-11	3.235547693687103e-9	3.213170432951449e-10	-3.1893568344527922e-9	-3.343565154852104e-9	-3.6004407698149783e-9	-1.4762207951726353e-9	-4.4047474311288886e-9	9.032656914048222e-9	-4.3119843715188794e-9
-1.0793053513629026e-11	8.113082211502232e-10	8.056971627787366e-11	-7.998171784840707e-10	-8.385191713926576e-10	-9.031964878929949e-10	-3.703206147649001e-10	-1.1063594561799306e-9	2.2703198846100744e-9	-1.0841368664035083e-9
-3.548127243269329e-11	2.6642885232326443e-9	2.645862143261855e-10	-2.62636140837291e-9	-2.7533841659259635e-9	-2.9652233850977727e-9	-1.215774591849194e-9	-3.6293005220418793e-9	7.444343657667e-9	-3.554169115416231e-9
-5.586453800821067e-10	4.175358000345603e-8	4.1464809533403e-9	-4.114593109960185e-8	-4.3131557564726904e-8	-4.641270659412628e-8	-1.90297263662502e-8	-5.660426010876083e-8	1.1588108973503811e-7	-5.5276443532171435e-8
-8.882192245341611e-12	6.680659306977507e-10	6.634455457670712e-11	-6.586309036447767e-10	-6.905100704362461e-10	-7.438476351015764e-10	-3.049858095197736e-10	-9.11587102704695e-10	1.871104104265217e-9	-8.936038338375855e-10
-3.548127070096115e-11	2.6642885242838345e-9	2.6458621431524697e-10	-2.6263614056233637e-9	-2.7533841648955164e-9	-2.9652233812891585e-9	-1.21577459142071e-9	-3.6293005246797012e-9	7.444343661136047e-9	-3.554169116445129e-9
-1.3285316374280947e-10	9.957282567189456e-9	9.88841741356127e-10	-9.814267054244481e-9	-1.0288510646892649e-8	-1.1076516249278675e-8	-4.541494951505206e-9	-1.3537742247518235e-8	2.7746837712557396e-8	-1.3242546465125188e-8
-4.597397011437137e-10	3.438168572506511e-8	3.414389994732033e-9	-3.388272028176915e-8	-3.551829927598652e-8	-3.822422076514625e-8	-1.5672355975954452e-8	-4.66391941749283e-8	9.550441951864918e-8	-4.556181365180323e-8
-1.7036472585998361e-9	1.2715902056236026e-7	1.262795812493653e-8	-1.252967161867115e-7	-1.313394351967749e-7	-1.4129790559574646e-7	-5.7933714043082196e-8	-1.7214681956692743e-7	3.522254567064698e-7	-1.6797242239530595e-7
-2.4480668032884553e-9	1.826616786812563e-7	1.813983792153791e-8	-1.7998237890305626e-7	-1.8866107446117537e-7	-2.0295418363342437e-7	-8.32134744289759e-8	-2.472008497688914e-7	5.057211254181553e-7	-2.4115736609725224e-7
-2.0701598571338275e-9	1.5442361904084022e-7	1.5335561528653914e-8	-1.5215573037437562e-7	-1.594917134129363e-7	-1.7156708767911265e-7	-7.034441582112451e-8	-2.089282099334519e-7	4.273757168673515e-7	-2.0378728099745407e-7
-3.897672580034139e-9	2.9007472597201905e-7	2.8806855245772057e-8	-2.857690028355451e-7	-2.995319185807481e-7	-3.22081911815684e-7	-1.3205716873579992e-7	-3.91527860097657e-7	8.001327964766148e-7	-3.813647891071641e-7
